batch	label	memberCount	soleUnlock	additive	effort	stale	sampleCards	vocabAbsent	enginePlugPoint	cardTextPattern	representativeQuote
relative-filter-revealed-color	G16 — relative-LP / relative-level filter (対 公開カード/対 現場最大LP、$self.level は非存在)	7	4	pure-additive	M		B04074,B08043,B09109	dyn/eval.ts resolveSelf に 'level' case 無 / 'sceneMaxLp'(現場最大LP集計)無 / $matched.level・$removed.level・$revealed[*].level の dyn root 無(eval.ts に matched/revealed/removed binding を読む resolver が無い)。	src/engine/dyn/eval.ts resolveSelf 関数(277行)の switch(現状 ap/lp/uid/cardId/setCardCount のみ、325行で unknown property throw)に (a)$self.level case と (b)$self.sceneMaxLp(自軍現場の実効LP最大値)を追加する必要がある。さらに B04074/B07025/B09109 は『公開/リムーブ/選択したカードのレベル』基準で、$matched/$removed の level を読む dyn root が dyn/eval.ts に無い(resolveDiscarded(369行)は $discarded のみ、bind 名が違う)。G15 と違い『同じ数値フィールドへ {dyn} を入れる』だけでは足りず、参照元(公開窓/除去窓/現場集計)を解決する新 dyn root が必要。	『公開/リムーブしたカードのレベルと同じレベル』『自分の現場でLPが最も高いキャラのLP以下』など、自分以外の動的な基準値に対する level/LP 相対フィルタ。B04074「発見されたカードのいずれかと同じレベルのキャラを1枚まで選び、リムーブする」/ B08043「相手の現場のキャラ…そのキャラが自分の現場にいるLPがもっとも高いキャラのLP以下のLPの場合、リムーブする」。自分自身のレベル($self.level)を参照するカードでも resolveSelf に level case が無いため不足。	B08043: そのキャラが自分の現場にいるLPがもっとも高いキャラのLP以下のLPの場合、リムーブする。
relative-filter-revealed-color	G17 — $revealed/$removed の色・特徴を N>1 枚に対し読む (boundMatchesFilter は bound[0] のみ)	9	7	pure-additive	M		D06013,PR132,B07002	cond/eval.ts に boundAnyMatchesFilter / boundEveryMatchesFilter / bound 内の色 presence 計数 / pairwise distinct-color 条件が無(boundMatchesFilter は単一 bound[0] 固定)。mill/discard atom に bind 引数が無く除去集合を窓として保持できない。	src/engine/cond/eval.ts:273-333 case 'boundMatchesFilter' が bound[0] のみ評価(278行 const cardId = (bound[0] as {cardId?}).cardId)。N>1 集合に対する『いずれか一致(some)』『全部一致(every)』『色1以上 AND 色2以上(2色 presence)』『pairwise distinct-color』を評価する新 Condition kind(例 boundAnyMatchesFilter/boundCountColors)が必要。cond/eval.ts の条件 switch(25-449行)に新 case を追加し、KNOWN-CONDITION whitelist(474-478行 boundMatchesFilter:true 等)へ登録。PR132 系は『リムーブされた窓』を bind する必要があり mill/discard の bind 連携も要(現 mill は bind 非対応)。	複数枚を公開/リムーブし、その集合のいずれか(または全部、または相互比較)が色/特徴条件を満たすか分岐。D06013「上から4枚公開…【緑】と【白】のカードがそれぞれ1枚以上ある場合…」(4枚全件を2色で評価)/ PR132「上から3枚リムーブ…特徴[警察]のキャラがリムーブされた場合…突撃を持つ」(3枚のいずれか一致)/ B07002「それぞれ色の異なる(同じ色を持たない)特徴[探偵]のキャラを2枚リムーブした場合」(2枚の相互 distinct-color)。注: B07022 は『手札から1枚公開し【緑】以外の色なら…』= n=1 なので handReveal+boundMatchesFilter(colorNot) で ENGINE0(本 gate 非該当の stale)。	D06013: 公開したカードに【緑】と【白】のカードがそれぞれ1枚以上ある場合、スリープ状態のキャラを1枚まで選び、スタンさせる。
relative-filter-revealed-color	P14 / NEW:同名相対一致deckReveal — deckRevealUntil で選択/除去したキャラと同名(+同レベル)を引き当て	4	0	structural	L		B09109,B09110	deckRevealUntil の filter が静的のみ(相対 name/level 照合の relativeMatch 引数無)。dyn/eval.ts に $picked.cardName / $removed.cardName / $picked.level の root 無。picks.ts:89/98 の filter() は atom 経路で resolveFilterDynObj 非適用。	src/engine/effect/atom-handlers/picks.ts の deckRevealUntil ハンドラ(89・98行 if(filter(cardId))) は静的 def 由来 filter(targetFilterToPredicate, _shared.ts:22)で照合する。基準キャラ(選択 $picked / 除去 $removed)の実効カード名・レベルを runtime 解決して照合する経路が無い。deckRevealUntil は atom であり resolveTargetFilterDyn(pick query 専用、resolve-picks.ts:295)を通らないため filter 内 {dyn} も解決されない。cardName:{dyn:'$picked.cardName'} を解決する dyn root($picked/$removed の cardName)も dyn/eval.ts に無い。picks.ts の filter 構築点に相対基準を注入する新引数(relativeTo)+ dyn root 追加が必要。加えて B09109/B09110 は G37(scope 配列 partner-area 宣言)も併発(percard 確認済)で sole-unlock=0。	選んだ/リムーブしたキャラと『同じカード名(さらに同じレベル)のキャラが出るまで1枚ずつ公開』する相対一致 deckReveal。B09109「選んだキャラと同じレベルで同じカード名のキャラが出るまで1枚ずつ公開し、それを登場させ…」/ B09110「リムーブしたキャラと同じカード名のキャラが出るか、カードを10枚公開するまで1枚ずつ公開し…」。公式QA(B09109)『効果を解決する時点の(増減・書き換え済の)レベルやカード名を参照』= 実効値での相対比較。	B09109: 自分のデッキのカードを上からそのキャラと同じレベルで同じカード名のキャラが出るまで1枚ずつ公開し、それを登場させ…
relative-filter-revealed-color	P07-family / NEW:相手攻撃者を色+Lvで制限 — アクション対象除外 aura (指定してアクションできない)	1	1	structural	M		B04072	target-expander.ts/canActionAgainstChar に『filter 一致キャラを相手のアクション対象から除外』するパスが無(追加のみ)。read/char.ts に actionTargetExclusion(filter+gate-on-sleep) token 無。ContinuousModifier に action-target-deny aura field 無。	src/engine/flow/action/target-expander.ts は対象を『追加』するのみ(actionTargetsActive 拡張 113-122行、return [...baseList, ...extra] 123行)で、filter 一致キャラを対象候補から『除外』する経路が無い。canActionAgainstChar(flow/main/action.ts、state-machine.ts:149 で gate)に除外 aura 判定を挿す必要。除外条件は『aura 所有者がスリープ状態』+ 対象 filter(色+レベル)を満たすこと、かつ aura 所有者の相手のアクションにのみ適用、ガードは除外しない(対象指定のみ禁止)という非対称。read/char.ts に restrictsOpponent 系(disguiseTrigger 用、contact.ts:206 既存)があるが、対象 filter 付きの action-target 除外 token は未定義。	自分の現場の特定 filter(色+レベル)のキャラを、相手が『指定してアクションできない』ようにする除外 aura。B04072「このキャラがスリープ状態の場合、相手は自分の現場にいるレベル5以下の【青】とレベル5以下の【黄】のキャラを指定してアクションできない。」公式QA: ガードは可能(対象指定のみ禁止)。同系 NEW:action-target exclusion(B03057)と同族。	B04072: このキャラがスリープ状態の場合、相手は自分の現場にいるレベル5以下の【青】とレベル5以下の【黄】のキャラを指定してアクションできない。
relative-filter-revealed-color	P03-family / NEW:変装で入替えた相手キャラの条件参照 — 変装時に入替えた(デッキ下へ移った)キャラのLP/色を参照	1	1	pure-additive	S		B02047	disguise:into payload(contact.ts:204)に入替え元の実効LP/色 snapshot 無(fromCardId のみ)。cond/eval.ts に disguise-replaced char を payload snapshot で評価する Condition kind 無(triggerCharMatches は scene 在席必須)。	src/engine/flow/contact.ts:198-211 の disguise:into emit の payload は {uid, fromCardId, newCardId} のみで、入替え元(fromCardId)の実効LP/色の snapshot が無い(deck.toBottom が emit 前に完了=fromCardId は既に現場外)。cond/eval.ts:334 triggerCharMatches は state.players[*].scene.find(uid) で照合するため、現場に居ない入替え元を評価できない(removedCharMatches:372 のような『payload snapshot を scene 非走査で読む』方式が変装には無い)。contact.ts の emit payload に fromCardId の LP/色(実効値)snapshot を追加し、cond/eval.ts に disguise:into payload を読む新 Condition(disguiseReplacedMatches)を足す必要。	【変装時】に、入れ替えてデッキ下へ移したキャラの実効LP/色を条件参照して効果を分岐。B02047「【変装時】LP2以上の【白】のキャラと入れ替わった場合、このキャラはこのコンタクトによってリムーブされない。」入替え元キャラは emit 前にデッキ下へ移動済のため、現場走査では参照不能。	B02047: 【変装時】LP2以上の【白】のキャラと入れ替わった場合、このキャラはこのコンタクトによってリムーブされない。
batch-souza-deckreveal-costremove	P04 捜査『発見された』card binding (atomSouza が公開集合を binding 保存)	8	6	pure-additive	M		B01084,B01085,B02072	atomSouza に a.bind 受理＋top保存無 (picks.ts:271-310)。boundMatchesFilter は bound[0]-only で『集合の some が filter 一致』variant 無 (cond/eval.ts:273)。bound 集合の level-sum を返す dyn root 無 ($bound.<key>.levelSum 相当が dyn/eval.ts に未定義)。	src/engine/effect/atom-handlers/picks.ts:294 (atomSouza の `const top = deck.splice(0, count)` 直後) で `top` を ctx.bindings[a.bind] へ書く必要がある（src/engine/effect/atom-handlers/core.ts:85 の deckReveal が `(ctx.bindings)[a.bind] = target.map(cardId=>({cardId}))` で示す既存パターンと同型）。現状コードはコメント picks.ts:276『「発見された」参照効果は scope 外』の通り binding 保存が無い。加えて『発見された場合』は複数公開札の some 一致判定が要だが、cond/eval.ts:273 の boundMatchesFilter は bound[0] のみ評価（picks.ts:276 + eval.ts:277 `const cardId = (bound[0]).cardId` で1枚目固定）→ N>1 公開で over/under-match。さらに『レベルの合計』は dyn に level-sum-over-binding root が無い（dyn/eval.ts に bound 集合の数値集約 root 不在）。	捜査X（相手のデッキ上X枚を公開→好きな順でデッキ下）で公開した『発見された』カード集合を後続効果/条件で参照できるようにする。B01084 effect実テキスト: 『〚捜査1〛…する。レベル5以上のカードが発見された場合、このキャラ以外のレベル6以下のキャラを1枚まで選び、アクティブにする。』 また B02072 は『発見されたカードのレベルの合計以下のレベルのキャラを1枚まで選び、リムーブする。』とレベル合計参照も要する。現状 atomSouza は公開→デッキ下移動のみで集合を捨てており『発見された場合/合計』分岐が一切実装できない。	〚捜査1〛（相手はデッキのカードを上から指定の数だけ公開し、好きな順番でデッキの下に移す）する。レベル5以上のカードが発見された場合、このキャラ以外のレベル6以下のキャラを1枚まで選び、アクティブにする。
batch-souza-deckreveal-costremove	P13 指定カード名 vs 除去札の名前一致分岐 + コスト代替リムーブ宣言 (G36-family の name/alt-cost 版)	7	7	structural	L		B09108,B09003,B05033	designate-name 指定パラメータ無 (effect 全域)。指定名→FILE-removal→binding を行う atom verb 無。cost/pay.ts に cost-substitution / alt-cost フック無 (payInner は固定 switch、ctx に『このコストは別カードで代替済』フラグ無)。	(a) FILE-name-branch: src/engine/effect/atom-handlers.ts に『指定名で相手FILE上1枚をリムーブし除去札を binding 保存』する新 atom が要 (現 atomFileRemoveTop = atom-handlers.ts:fileRemoveTop は所有者remove送りで指定名パラメータ/binding capture 無、designate-name param は grep で src/engine/effect 全域に存在せず)。除去札の名前一致は cond/eval.ts:273 boundMatchesFilter (bound[0]) で再利用可。(b) alt-cost: cost/pay.ts に cost-substitution 経路が無い (grep 'altCost/costSubstitut/payInstead' 全域 0 hit)。declared-ability.ts のコスト支払い (pay→useDeclaredAbility) は固定で、別カードを『支払いの代わりにリムーブ』して当該コストを skip する hook が無い。	(a) カード名を1つ指定し相手のFILEエリア上から1枚リムーブ→その除去札が指定名と一致した場合に追加効果、(b) コスト代替で自身をリムーブして他キャラの宣言能力を払わせる。B09108 effect実テキスト: 『カード名を1つ指定し、相手のFILEエリアにあるカードを上から1枚リムーブし、相手はデッキのカードを上から1枚裏向きのままFILEエリアの上に置く。この効果によって指定したカード名のカードがリムーブされた場合、自分はカードを2枚引き、手札を2枚リムーブする。』 B05033 は『…コスト（【スリープ】を含む）を支払う代わりにこのキャラを現場からリムーブすることで【宣言】能力を宣言できる。』のコスト代替機構。いずれも『除去した札の identity を後続で参照/分岐』または『他カードのコストを別カードで肩代わり』する機構が無く実装不能。	カード名を1つ指定し、相手のFILEエリアにあるカードを上から1枚リムーブし、相手はデッキのカードを上から1枚裏向きのままFILEエリアの上に置く。この効果によって指定したカード名のカードがリムーブされた場合、自分はカードを2枚引き、手札を2枚リムーブする。
batch-souza-deckreveal-costremove	P14 相対name一致deckReveal / 指定名キャラ数forEach	6	0	structural	L		B09109,B09110,B09112	deckRevealUntil の filter に実行時束縛の相対 name/level (TargetFilter.cardName を {dyn:'$picked.cardName'} 化する経路) 無。forEach over name-count verb 無 (G29)。relative-LP filter 無 (G16)。scope 配列 無 (G37)。	src/engine/effect/atom-handlers/picks.ts (deckRevealUntil 系) の filter は静的 TargetFilter で、実行時に選んだキャラの cardName/level に束縛する『相対 name/level』variant が無い。B09112 の『指定名キャラ1枚につき』は G29 (forEach-own-scene-char ループ verb、engine_ref で未実装) と複合。両 member とも他 GATE を併発するため sole-unlock 0: B09109/P は G16(relative-LP)+G37(scope配列) も要 (_percard_labels)、B09110/P は G37 も要、B09112/P は G29 も要。	選んだ/リムーブしたキャラと『同じカード名』のキャラが出るまでデッキを1枚ずつ公開して一致判定、または指定カード名のキャラ数だけ繰り返す forEach。B09109 effect実テキスト: 『自分のデッキのカードを上からそのキャラと同じレベルで同じカード名のキャラが出るまで1枚ずつ公開し、それを登場させ…』 B09112 は『自分の現場にいる指定したカード名のキャラ1枚につき、自分のデッキのカードを上から1枚見る。その中から指定したカード名のキャラを1枚まで公開して手札に加え…』。deckReveal の filter を実行時に決まる相対 name（選んだカード名）に束縛する機構、および name-count で回す forEach が無い。	自分のデッキのカードを上からそのキャラと同じレベルで同じカード名のキャラが出るまで1枚ずつ公開し、それを登場させ、ターン終了時まで「ターン終了時、このキャラを現場からデッキの下に移す。」を与える。
batch-souza-deckreveal-costremove	P29 手札公開してデッキ上に移すコスト	2	2	pure-additive	S		B05049,B05049P	Cost union に 'revealHandToDeckTop' (手札公開→デッキ上) kind 無 (types/effect.ts Cost)。pay.ts/evaluate.ts に該当 case 無。UI cost-picker param (costParams.<kind>) 無。	src/engine/cost/pay.ts の Cost switch (revealFromHand=pay.ts:101 が no-op、removeFromHand=pay.ts:90 が discardToRemove送り) に新 case が要。mutate プリミティブは揃っている (mutate.hand.remove=hand.ts:18 + mutate.deck.toTop=deck.ts:66) ので、新 case は hand.remove(ids)+deck.toTop(ids) を呼ぶだけ。新 Cost kind を types/effect.ts:227-265 の Cost union へ追加、cost/evaluate.ts:60 周辺 (canPay は candidates≥n、removeFromHand と同型) へ追加、UI cost-param 配線 (readRemoveSetCardUids 等 pay.ts:313 の同型ヘルパ) が要。	宣言能力のコストとして、手札から指定カード名を公開し裏向きでデッキの上に移す。B05049 effect実テキスト: 『〚手札からカード名［怪盗キッド］を1枚公開してデッキの上に移す〛：〚カード名［黒羽快斗］〛のキャラを1枚まで選び、ターン終了時まで〚突撃〛…を与える。』 既存の revealFromHand コストは公開のみ(no-op で手札に残す)、removeFromHand は remove送りで、いずれも『公開→デッキ上(top)へ移す』を行わない。	【宣言】【ターン1】〚手札からカード名［怪盗キッド］を1枚公開してデッキの上に移す〛：〚カード名［黒羽快斗］〛のキャラを1枚まで選び、ターン終了時まで〚突撃〛（登場したターンからすぐにアクションできる）を与える。
batch-souza-deckreveal-costremove	P42 リムーブエリア→デッキ上(top)へ移す verb	2	2	pure-additive	S		B07014,B07014P	AtomVerb union に remove-area pick→deck-top verb 無 (types/effect.ts AtomVerb)。atom-handlers.ts に該当 case 無 (bottom 全件版のみ)。	src/engine/effect/atom-handlers.ts:210 (case 'removeAreaAllToDeckBottom' の隣) へ新 case 'removeAreaToDeckTop' を追加し、PB pick (remove-area から n 枚) → mutate.remove.removeFromHere + mutate.deck.toTop(deck.ts:66、既存) を呼ぶ。AtomVerb union (types/effect.ts:223 付近、removeAreaAllToDeckBottom の隣) に kind 追加。mutate プリミティブ deck.toTop は既存ゆえ verb 層のみの追加。なお B07014 は set-card→host rider (P01) 句も含むが _percard_labels では本ラベル単独 = 分類器が当該 rider を別途被覆と判定。	自分のリムーブエリアのキャラを選びデッキの上に移す効果/付与能力。B07014 effect実テキスト: 『このイベントがセットされているキャラは〚突撃［キャラ］〛…と「【宣言】【ターン1】自分のリムーブエリアにあるキャラを1枚まで選び、デッキの上に移す。」を持つ。』 既存 removeAreaAllToDeckBottom (core.ts:563) は全件をデッキ下(bottom)固定・pick無、removeAreaToDeckBottom コスト (pay.ts:145) も bottom。pick で1枚選び top へ移す effect verb が無い。	このイベントがセットされているキャラは〚突撃［キャラ］〛（登場したターンからすぐにキャラを指定してアクションできる）と「【宣言】【ターン1】自分のリムーブエリアにあるキャラを1枚まで選び、デッキの上に移す。」を持つ。
batch-souza-deckreveal-costremove	G36 cost で除去したカードの kind/level/trait/name で分岐 (costPaid に removed identity 不記録)	22	19	pure-additive	S		B03003,B08025,B07001	cost/pay.ts の removeDeckTop/removeFromHand case が ctx.costPaid へ removed card identity を記録しない (flipFaceUpEvidence のみ記録)。除去札集合を name/trait/level で filter 判定する Condition kind 無 (cond/eval.ts CONDITION_KIND_MAP に costRemovedMatches 相当無)。	src/engine/cost/pay.ts:192-196 (case 'removeDeckTop') と pay.ts:90-98 (case 'removeFromHand') が除去 cardId を ctx.costPaid に書いていない。pay.ts:255-256 の flipFaceUpEvidence が `if(!ctx.costPaid)ctx.costPaid={}; ctx.costPaid['flipFaceUpEvidence']={count}` で示す既存書込パターンに倣い、ctx.costPaid['removeDeckTop']={cards:[...removed]} 等を記録する。読み出し側: 新 Condition kind (cond/eval.ts:463 CONDITION_KIND_MAP + 評価 case、removeNameAtLeast=eval.ts:~の name 一致ロジック allCardNameComponentsForDef を流用) を追加し costPaid の除去札集合を filter(name/trait/level) 判定。forEach 計数 (B07001) は dyn/eval.ts:380 の既存 `$cost.<key>.<path>` reader が ctx.costPaid から読めるため、costPaid に matchCount を載せれば被覆可。全経路 ctx 伝播は declared-ability.ts:206 が既に costPaid を effect 解決へ渡すため追加配線不要。	宣言能力のコスト（デッキ上3枚リムーブ / 手札1枚リムーブ等）で除去した札の カード名/特徴/レベル/枚数 を後続効果が参照して分岐・スケールする。B03003 effect実テキスト: 『…〚デッキのカードを上から3枚リムーブする〛：この【宣言】能力のコストによって〚カード名［阿笠博士］〛か〚特徴［少年探偵団］〛のキャラがリムーブされた場合、レベル8以下のキャラを1枚まで選び、デッキの下に移す。』 B09050 はレベル分岐『コストによってリムーブしたカードのレベル以下のレベルの〚特徴［探偵］〛のキャラ』、B07001 は『リムーブされた特徴X 1枚につき AP+1000』の forEach 計数。現状 cost/pay.ts は removeDeckTop/removeFromHand で除去札を paidItems に積むのみで ctx.costPaid に identity を残さず、後続 conditional が参照できない。	〚デッキのカードを上から3枚リムーブする〛：この【宣言】能力のコストによって〚カード名［阿笠博士］〛か〚特徴［少年探偵団］〛のキャラがリムーブされた場合、レベル8以下のキャラを1枚まで選び、デッキの下に移す。
keyword-trait-turn-tracking-grant	P15: 疾風-発動済 per-turn tracking + filter/一括アクティブ/推理不可付与	5	3	structural	M		B09072,B09072P,B09070	TurnScopedFlags に shippuFiredUids:string[] (or Set) 無 / 疾風効果解決時に uid を記録する hook 配線無 / Condition に shippuFiredThisTurn 判定 kind 無 / TargetFilter に shippuFiredThisTurn 軸無	(1) 記録: 疾風発火点 = 汎用 enter hook 経由の triggered ability (src/engine/read/keyword.ts:64-71 abilityIsShippu = hook'enter'+enterOrderEquals)。疾風 ability の効果解決時 or listeners/triggered.ts の enter ディスパッチで該当 uid を per-turn set に push する箇所が無い。(2) 保持枠: src/engine/types/game-state.ts:90 TurnScopedFlags に enterCountThisTurn 等はあるが shippuFiredUids が無い (新 field 追加点 game-state.ts:100 付近)。turn:start の resetTurnFlags でクリア要。(3) 参照: B09072 は Condition union (cond/eval.ts) に『今ターン自軍に疾風発動キャラが居たか』判定 kind が無く、B09070 は TargetingRef pick/all の query に『今ターン疾風発動』filter が無い (TargetFilter src/engine/types/effect.ts:118 に該当 field 無)。	「このターン中に【疾風】を発動したキャラ」を per-turn で記録し、それを参照する効果を可能にする。B09072 横溝重悟【登場時】: 『このターン中、自分のキャラの【疾風】が発動していた場合、自分のデッキのカードを上から2枚リムーブし、カードを1枚引く。』(条件参照型) / B09070 萩原千速&萩原研二 ターン終了時: 『自分の現場にいるこのターン中に【疾風】を発動していたすべてのキャラをアクティブにする。』(対象集合型)。現状【疾風】は enter hook + enterOrderEquals matcher の transient trigger で発火するのみで、どのキャラが今ターン疾風を発動したかの永続記録が無い。	このターン中、自分のキャラの【疾風】が発動していた場合、自分のデッキのカードを上から2枚リムーブし、カードを1枚引く。 (B09072) / 自分のターン終了時、自分の現場にいるこのターン中に【疾風】を発動していたすべてのキャラをアクティブにする。 (B09070)
keyword-trait-turn-tracking-grant	P16: 次に登場するキャラの【疾風】条件 override (enter-order 無視)	3	3	structural	M		B09090,B09090P,B09090P2	TurnScopedFlags に shippuConditionWaiveArmed flag 無 / cond/eval.ts:266 enterOrderEquals に waive 分岐無 / one-shot consume を次 enter で行う hook 無 / 効果 verb (setShippuWaive) 無	src/engine/cond/eval.ts:266-271 case 'enterOrderEquals' は payload.enterOrderThisTurn===cond.n を厳密比較するのみ。ここに『今ターン shippu-override が armed なら true を返し flag を1回消費』する分岐が要る。flag 保持は src/engine/types/game-state.ts:90 TurnScopedFlags に新 field (例 shippuConditionWaiveNextEnter:boolean) が必要。consume の起点は次の enter 発火 (listeners/triggered.ts の enter ディスパッチ or scene enter)。enterOrderEquals は board-level の enter payload を参照するため『次の1体』限定 + 消費が one-shot semantics を要し、現 vocab に『次回 enter で1回だけ条件を緩める armed flag』が無い。	継続フラグで『このターン、次に現場へ登場したキャラ1体の【疾風N】の登場順条件 (enterOrderEquals) を無視させる』効果。B09090 風の女神【解決編】【宣言】: 『このターン中、次に自分の現場に登場したキャラは【疾風】の条件を無視できる。（2番目以降に登場しても発動する）』。公式Q&A で『次に登場した1体限定。その次のキャラには適用されない』と明示。現状 疾風は enterOrderEquals(n) の厳密一致判定 (cond/eval.ts:266-271) で、付与で1回だけ条件を bypass する機構が無い。	このターン中、次に自分の現場に登場したキャラは【疾風】の条件を無視できる。（2番目以降に登場しても発動する）
keyword-trait-turn-tracking-grant	P17: acted-this-turn char filter (今ターンにアクション[キャラ]したキャラを選択)	2	2	structural	M		B08049,B08049P	SceneCharacter.turnEffects に actedThisTurn (kind 別 'action-char') 立て無 / action:declare (state-machine.ts:198) で actor に flag 書込無 / TargetFilter に actedThisTurn field 無 / turn:start クリア無	(1) 記録: アクション[キャラ]宣言/解決点 = src/engine/flow/action/state-machine.ts:190-198 (action:declare emit)。ここで actor uid を per-char turn フラグへ書く処理が無い。保持枠は src/engine/types/game-state.ts:50 SceneCharacter.turnEffects ([other:string]:unknown の拡張マップ) に actedCharThisTurn 等を立てられるが、turn:start でのクリアと書込配線が無い。(2) 参照: src/engine/types/effect.ts:118 TargetFilter に actedThisTurn 軸が無く、candidates.ts の matchOneFilter が評価できない (custom closure は flag が無いので読めない)。	『このターン中にアクション[キャラ]した自軍キャラ』を per-char で記録し、それを対象 filter に使う。B08049 ジョディ・スターリング【宣言】: 『自分の現場にいる、このターン中にアクション［キャラ］していた〚特徴［FBI］〛のキャラを1枚まで選び、アクティブにする。』。現状 SceneCharacter には enterOrderThisTurn はあるが、アクション/推理を今ターン実行したかの per-char フラグが無く、TargetFilter にも該当軸が無い。	自分の現場にいる、このターン中にアクション［キャラ］していた〚特徴［FBI］〛のキャラを1枚まで選び、アクティブにする。
keyword-trait-turn-tracking-grant	P37: continuous trait/name grant aura (継続的に特徴・カード名を付与/変更)	7	7	pure-additive	M		B05012,B06095,B07053	ContinuousModifier に grantTraits/grantNames/removeTraits 無 (aura 版 traitGrantAura も無) / read.char.ts:179 traits()・:172 names() に grantKeywords 相当の continuous walk 無 / customSelectorPatch は dead (呼出0) / 変更(失う+持つ) verb 無	src/engine/read/char.ts:179 traits() と :172 names() は def.card(cardId).traits/names を返すのみで、:188 keywords() のような continuous ability walk (grantKeywords resolve, char.ts:205-222) が存在しない。ContinuousModifier (src/engine/types/card-def.ts:85, grantKeywords:94) に grantTraits/grantNames/removeTraits フィールドが無く、aura 版 (auraFilter で他キャラへ) も AP/LP のみ (apDeltaAura:109)。customSelectorPatch (card-def.ts:95) は型宣言のみで engine 内に呼出が0件 (dead hook)。trait/name 付与は read.char.traits/names + matchOneFilter (candidates.ts) の両 honor site に continuous walk を追加する必要がある。	ContinuousModifier に trait/name 付与・変更フィールドを追加し、自己/他キャラ/全自軍へ継続的に特徴やカード名を与える。B05012 恩田遼平: 『現場にいるこのキャラは〚カード名［毛利小五郎］〛としても扱い、〚特徴［探偵］〛を持つ。』(self) / B06095 榎本梓誘拐事件【宣言】: 『ターン終了時まで、自分のすべてのエリアにあるキャラは〚特徴［喫茶ポアロ］〛を持つ。』(全自軍 aura) / B05101 毛利小五郎: 『〜このキャラは〚特徴［警察］〛と〚［警視庁］〛を失い、〚特徴［探偵］〛を持つ。』(trait 変更 verb)。現状 read.char.traits/names は静的 CardDef のみ読み、continuous walk が無い (keywords は grantKeywords を walk するが trait/name は対象外)。	現場にいるこのキャラは〚カード名［毛利小五郎］〛としても扱い、〚特徴［探偵］〛を持つ。 (B05012) / ターン終了時まで、自分のすべてのエリアにあるキャラは〚特徴［喫茶ポアロ］〛を持つ。 (B06095)
keyword-trait-turn-tracking-grant	G32: filtered-keyword grant (突撃[条件付きキャラ] / 捜査発見枚数による段階キーワード付与)	2	2	structural	M		B07096,B08074	namedExceptionAllowed (action.ts:51) が target-filter 付き突撃を解さない (exact-string のみ) / filtered-keyword の TargetFilter 同梱エンコード無 / canActionAgainstChar (action.ts:97) で targetUid を named-exception filter で評価する経路無	src/engine/flow/main/action.ts:51-57 namedExceptionAllowed は kws.includes('突撃[キャラ]') 等の完全一致のみで、対象 uid に依存しない (targetKind しか見ない)。突撃[レベル4以下のキャラ] は対象キャラの level を評価する必要があるが、:97 canActionAgainstChar も target を candidates 包含判定するだけで named-exception を per-target filter で再評価しない。filtered 突撃文字列を表現する keyword エンコード (例 '突撃[filter:...]') と、それを namedExceptionAllowed/canActionAgainstChar が targetUid の TargetFilter 評価へ橋渡しする経路が無い。B08074 の段階付与は grantKeywords (card-def.ts:94) で発見枚数 dyn を読む closure で表現可だが、付与される '突撃[キャラ]' は exact-string なので OK、ただし B07096 の filtered 突撃が G32 本体で blocking。	target-filter 付きの突撃や、数量に応じた段階的キーワード付与を可能にする。B07096 ウォッカ: 『〚突撃［レベル4以下のキャラ］〛（登場したターンからすぐにレベル4以下のキャラを指定してアクションできる）』 — 名乗り状態でも対象が level≤4 のときだけアクション許可。B08074 降谷零【登場時】: 『指定した〚特徴〛のカードが発見された枚数につき、…【1枚以上】〚突撃［キャラ］〛【2枚以上】〚突撃〛【3枚以上】〚迅速〛』 — 捜査で発見した特徴一致枚数に応じ段階キーワード付与。現状 namedExceptionAllowed は exact-string ('突撃[キャラ]'/'突撃[事件]') のみ判定し、対象 filter を伴う突撃バリアントを表現できない。	〚突撃［レベル4以下のキャラ］〛（登場したターンからすぐにレベル4以下のキャラを指定してアクションできる） (B07096) / 指定した〚特徴〛のカードが発見された枚数につき、ターン終了時までこのキャラは以下の能力を持つ。【1枚以上】〚突撃［キャラ］〛【2枚以上】〚突撃〛【3枚以上】〚迅速〛 (B08074)
